id,name,city_code,country_code,
61426,Nesle,85179,FR,
61427,Plouguenast,48586,FR,
61428,Albella,85180,ES,
61429,Flexanville,85181,FR,
61430,Ully Saint Georges,85182,FR,
61431,Pleudaniel,15065,FR,
61432,Sainte-Suzanne,49761,FR,
61433,Couloisy,85183,FR,
61434,Buire-Courcelles,85184,FR,
61435,Wigmore,85021,UK,
61436,Mazcuerras,85185,ES,
61437,Thurins,85186,FR,
61438,Uterga,85187,ES,
61439,Tiebas-Muruarte de Reta,85188,ES,
61440,Noisy-sur-École,85189,FR,
61441,Belmont-d'Azergues,85190,FR,
61442,Pigny,85191,FR,
61443,Ingrandes,49756,FR,
61444,Larrasoaña,85192,ES,
61445,Garde,85193,ES,
61446,Algatocín,46590,ES,
61447,Mannenbach,84891,CH,
61448,Maraña,85194,ES,
61449,Coca,46793,ES,
61450,Tréfumel,85164,FR,
61451,Guanzhuang Town,85203,CN,
61452,Yli-Ii,85205,FI,
61453,Laspi,85207,UA,
61454,Neirone,85208,IT,
61455,Raffa,85210,IT,
61456,Sambin,85212,FR,
61457,Chenillé-Champteussé,85214,FR,
61458,Panzoult,44862,FR,
61459,Salins,85216,FR,
61460,Les Côtes-de-Corps,85217,FR,
61461,Trémuson,85218,FR,
61462,Chemillé,50853,FR,
61463,Merris,85220,FR,
61464,Casargo,84968,IT,
61465,Sainte-Marie,85222,FR,
61466,Yaucourt-Bussus,85223,FR,
61467,Urquillos,85224,PE,
61468,Jars,49455,FR,
61469,Garancières,85226,FR,
61470,Thénioux,49495,FR,
61471,Chambellay,85227,FR,
61472,Ambres,85228,FR,
61473,St Cyrus,84902,UK,
61474,Yzengremer,85229,FR,
61475,Gueudecourt,85230,FR,
61476,Ban-de-Sapt,49911,FR,
61477,Bressey sur Tille,85231,FR,
61478,Lavernat,85232,FR,
61479,Cousances-les-Forges,85233,FR,
61480,Saint-Mayeux,80803,FR,
61481,Siccieu-Saint-Julien-et-Carisieu,85234,FR,
61482,Messas,85235,FR,
61483,Chanaz,51895,FR,
61484,Avrillé-les-Ponceaux,85236,FR,
61485,Beurizot,85238,FR,
61486,Vega de Pas,85239,ES,
61487,Vienne-en-Arthies,85241,FR,
61488,Montsûrs,50944,FR,
61489,Scaer,5885,FR,
61490,Portugos,46658,ES,
61491,Mailly-Maillet,82054,FR,
61492,Ormas,85242,ES,
61493,Abaurrepea,85243,ES,
61494,Saint Cyr sur Morin,85244,FR,
61495,Gironville,85245,FR,
61496,Milagro,85246,ES,
61497,Campillos,85247,ES,
61498,Lozio,85248,IT,
61499,Farges en Septaine,85249,FR,
61500,Vielverge,85250,FR,
61501,La Neuville-du-Bosc,85251,FR,
61502,Janze,85252,FR,
61503,Airaines,85253,FR,
61504,Malleval,85254,FR,
61505,Beverino,85255,IT,
61506,Cambrils,85256,ES,
61507,Cantalojas,46875,ES,
61508,Penuelas,85257,ES,
61509,Sanchey,49964,FR,
61510,Boudy-de-Beauregard,85258,FR,
61511,Valence-en-Brie,85259,FR,
61512,Gamaches,51797,FR,
61513,Loge-Fougereuse,85260,FR,
61514,Aizenay,50887,FR,
61515,Ballon,51072,FR,
61517,Le Bailleul,51006,FR,
61518,Lucheux,51812,FR,
61519,Talensac,85262,FR,
61520,Cabanillas,85263,ES,
61521,Carriazo,85264,ES,
61522,Sant'Angelo di Piove di Sacco,85265,IT,
61523,Langford Budville,52815,UK,
61524,Fukaura,85272,JP,
61525,Saint-Melaine-sur-Aubance,85273,FR,
61526,Chantenay-Villedieu,85274,FR,
61527,Villar De Posada,85275,ES,
61528,Plounevez Quintin,37390,FR,
61529,Montaron,85276,FR,
61530,Hanches,85277,FR,
61531,Saint-Léger,85278,FR,
61532,Beauchamps,85279,FR,
61533,Boulogne,85280,FR,
61534,Saint-Mars-d'Outillé,85281,FR,
61535,Melesse,85282,FR,
61536,Brunelles,49442,FR,
61537,Kaneyama,85286,JP,
61538,Zubiri,85287,ES,
61539,Ermont,48675,FR,
61540,Trégarvan,85288,FR,
61541,Cudón,85289,ES,
61542,Saint-Genix-sur-Guiers,52031,FR,
61543,Torremocha de Jarama,85290,ES,
61544,Ozenay,85291,FR,
61546,Civray-sur-Esves,85294,FR,
61547,Pommiers,85295,FR,
61548,"Willis,Virginia",85296,US,
61549,Étréchy,85297,FR,
61550,Wassy,48836,FR,
61551,Laignes,85298,FR,
61552,Cordelle,51913,FR,
61553,Papasidero,85299,IT,
61554,Moriondo Torinese,85301,IT,
61555,Kappel am Albis,84899,CH,
61556,Obermeilen,45027,CH,
61557,Cadempino,21875,CH,
61558,Heralec (Ždár nad Sázavou),85078,CZ,
61559,"Loudonville,Ohio",84900,US,
61560,Fauverney,85302,FR,
61561,Mirebeau,85303,FR,
61562,Crouy sur Cosson,28492,FR,
61563,La Séguinière,85304,FR,
61564,Marnans,85305,FR,
61565,Perdreauville,85306,FR,
61566,Elliant,13607,FR,
61567,Orliénas,85307,FR,
61568,Le Pallet,85308,FR,
61569,Saint-Aubin-de-Luigné,50869,FR,
61570,Montmirail (Marne),48754,FR,
61571,Cavallasca,85309,IT,
61572,Partinello,49067,FR,
61573,Bailleval,85310,FR,
61574,Cormeray,85311,FR,
61575,Eaucourt-sur-Somme,85312,FR,
61576,Notre-Dame-de-Boisset,85313,FR,
61577,Zetting,85315,FR,
61578,Corcelles-les-Arts,85316,FR,
61579,Souvigny-en-Sologne,85317,FR,
61580,Payzac,47823,FR,
61581,Souesmes,85318,FR,
61582,Barbaggio,85320,FR,
61583,Bazougers,85321,FR,
61584,Saint-Brisson-sur-Loire,85322,FR,
61585,Aumâtre,85323,FR,
61586,Champfrémont,85325,FR,
61587,Chilly-sur-Salins,85326,FR,
61588,Villemontais,85327,FR,
61589,Béthencourt-sur-Mer,85328,FR,
61590,Saint-Hilaire-des-Loges,50971,FR,
61591,Legé,50923,FR,
61592,Pleumeur-Gautier,85329,FR,
61593,Estréboeuf,51038,FR,
61594,Flocourt,85331,FR,
61595,Bazaiges,85330,FR,
61596,Pont-d'Héry,85332,FR,
61597,Saint-Père-en-Retz,50978,FR,
61598,Tregrom,80738,FR,
61599,Lanthes,85333,FR,
61600,Paulnay,49413,FR,
61601,Ardelu,85334,FR,
61602,Arànser,85335,ES,
61603,Saint Georges sur Loire,85336,FR,
61604,Montegrosso,85337,FR,
61605,Seuilly,29123,FR,
61606,Destord,85338,FR,
61607,Tauxigny,85339,FR,
61608,Nuille sur Vicoin,85340,FR,
61609,La Chapelle-Rablais,85341,FR,
61610,Rullac-Saint-Cirq,85342,FR,
61611,Tredion,19628,FR,
61612,La Fosse-de-Tigné,85343,FR,
61613,Autigny la Tour,85344,FR,
61614,Bethon,85345,FR,
61615,Tonquédec,85346,FR,
61616,Ploumilliau,13523,FR,
61617,Rombach-le-Franc,47668,FR,
61618,Montferri,30523,ES,
61619,Voudenay,85347,FR,
61620,Ballan-Miré,49238,FR,
61621,Miannay,85348,FR,
61622,Marchéville,85349,FR,
61623,Changy,85350,FR,
61624,Saint-Julien-de-Civry,48379,FR,
61625,Chailles,49273,FR,
61626,Rodi-Fiesso,85024,CH,
61627,"Windang,New South Wales",85151,AU,
61628,"Yerong Creek,New South Wales",85130,AU,
61629,"Elgin,South Carolina",85356,US,
61630,"Flint,Texas",84777,US,
61631,San Pedro (Cusco),85171,PE,
61632,Lagosanto,53807,IT,
61633,Otongo,85358,MX,
61634,Formentera,22551,ES,
61635,Estanyol,24221,ES,
61636,Vouzeron,85353,FR,
61637,Saint-Andéol,85354,FR,
61638,Courdemanche,49752,FR,
61639,Elbach,85355,FR,
61640,Antoigné,85357,FR,
61641,Alligny-Cosne,85359,FR,
61642,Seignosse,85360,FR,
61643,Saint-Jean-Bonnefonds,85361,FR,
61644,La Chapelle-Saint-Aubert,85363,FR,
61645,Saint-Germain-Laval,85364,FR,
61646,Briennon,85366,FR,
61647,Saint-Révérend,50980,FR,
61648,Soucé,85367,FR,
61649,Lacapelle-Ségalar,85368,FR,
61650,Poncé-sur-le-Loir,85369,FR,
61651,Auteuil (Oise),51036,FR,
61652,Domvast,85371,FR,
61653,Grues,13663,FR,
61654,Breuil-Barret,85373,FR,
61655,Choisy-au-Bac,85374,FR,
61656,Saint-Georges-Buttavent,85375,FR,
61657,Tendu,85377,FR,
61658,Polychrono,85379,GR,
61659,Plémy,85380,FR,
61660,Billé,85381,FR,
61661,L'Île-Bouchard,85382,FR,
61662,Beaulieu-lès-Loches,85383,FR,
61663,Chemery,58306,FR,
61664,Metaxata,79621,GR,
61665,Bourbriac,85384,FR,
61666,Jumel,85385,FR,
61667,Vouvant,19625,FR,
61668,Fay-les-Étangs,85386,FR,
61669,Burnand,85387,FR,
61670,Clairefontaine-en-Yvelines,85388,FR,
61671,Saint-Illiers-le-Bois,85389,FR,
61672,Hornillos de Cameros,85390,ES,
61673,Gauriac,85391,FR,
61674,Etoile-sur-Rhone,85392,FR,
61675,Montromant,85393,FR,
61676,Sourdon,85394,FR,
61677,Seurre,19553,FR,
61678,Denee,85395,FR,
61679,"Ewingsdale,New South Wales",85376,AU,
61680,"Broken Head,New South Wales",85378,AU,
61681,"Kiamika,Quebec",85352,CA,
61682,Patersdorf,62742,DE,
61683,Washfield,76373,UK,
61684,Thurne,76456,UK,
61685,Cheseaux-Noréaz,85396,CH,
61686,St Mabyn,76599,UK,
61687,Grandson,85397,CH,
61688,Buckland (Oxfordshire),75960,UK,
61689,Giez,85398,CH,
61690,Ballyorgan,80183,IE,
61691,East Chinnock,75968,UK,
61692,Barlow,76010,UK,
61693,Riffa,76011,BH,
61694,Melldalloch,80181,UK,
61695,Loutra (Rethymno),85372,GR,
61696,Whalley,76503,UK,
61697,Kirkton,76504,UK,
61698,Redmile,76512,UK,
61699,Offwell,76535,UK,
61700,Askham,76538,UK,
61701,Sant'Egidio del Monte Albino,80382,IT,
61702,Allerston,52341,UK,
61703,Goodrich,85403,UK,
61704,Goathurst,85399,UK,
61705,Mytikas,85401,GR,
61706,Guasave,85362,MX,
61707,Kouramades,85400,GR,
61708,Quévert,85402,FR,
61709,Spézet,37392,FR,
61710,Bonas,50293,FR,
61711,Collonges-au-Mont-d'Or,85404,FR,
61712,Shinjuku,85405,JP,
61713,Marcy,85240,FR,
61714,La Possonnière,50858,FR,
61715,Saint-Ouen-des-Alleux,85408,FR,
61716,La Chapelle-de-Brain,85409,FR,
61717,Chailly-en-Bière,85410,FR,
61718,Wignehies,85411,FR,
61719,Mettray,85412,FR,
61720,Vironchaux,51857,FR,
61721,Menil-la-Horgne,85413,FR,
61722,Aignerville,41126,FR,
61723,Goviller,85414,FR,
61724,Tille,85415,FR,
61725,Villers-Saint-Sepulcre,85416,FR,
61726,Lesch,85417,FR,
61727,Solerieux,5643,FR,
61728,Nerano,53954,IT,
61729,Saint-Michel-des-Andaines,85442,FR,
61730,Le Thillay,48959,FR,
61731,Trearddur,52310,UK,
61732,Bocoyna,85370,MX,
61733,Saint-Rémy-la-Varenne,85426,FR,
61734,Le Champ-Saint-Père,83352,FR,
61735,Sainte-Bazeille,85427,FR,
61736,Thilouze,85429,FR,
61737,Condé-en-Barrois (Les Hauts-de-Chée),85431,FR,
61738,Laperriere-sur-Saone,29185,FR,
61739,Préty,85432,FR,
61740,"Berkeley Heights,New Jersey",85433,US,
61741,Saint-Jean-de-Fos,85434,FR,
61742,Fukuroi,85435,JP,
61743,Saint-Ouen-la-Rouërie,85436,FR,
61744,Berry-Bouy,85438,FR,
61745,Buchy,85439,FR,
61746,Romagne-sous-Montfaucon,49960,FR,
61747,Saint-Martin-du-Bois,85440,FR,
61748,Argilly,85443,FR,
61749,Saint-Gervais-en-Belin,85445,FR,
61750,Mer (Loir-et-Cher),85446,FR,
61751,Uzos,85447,FR,
61752,Saint-Nicolas-lès-Cîteaux,85449,FR,
61753,Lachelle,85452,FR,
61754,Aarah Island,85451,MV,
61755,Cervera de Buitrago,47437,ES,
61756,"Tolga,Queensland",85420,AU,
61757,Guenrouët,31235,FR,
61758,Les Rouges-Eaux,85456,FR,
61759,Hillion,5840,FR,
61760,Jaulny,49937,FR,
61761,La Haye du Theil,85457,FR,
61762,Senon,85458,FR,
61763,Corbara,85459,FR,
61764,Crecy-Couve,85460,FR,
61765,Gundolsheim,85461,FR,
61766,Croix-Mare,85462,FR,
61767,Quédillac,85463,FR,
61768,Guadalcanal,85465,ES,
61769,Kerbors,5018,FR,
61770,Vigny,85466,FR,
61771,Anché,85467,FR,
61772,Maudétour-en-Vexin,85468,FR,
61773,Lézigné,85469,FR,
61774,Joux,85470,FR,
61775,Viérnoles,85471,ES,
61776,La Puisaye,85472,FR,
61777,La Cour-Marigny,85473,FR,
61778,Epeigne-les-Bois,29109,FR,
61779,La Haute-Maison,85474,FR,
61780,Burdignes,85475,FR,
61781,San Andrés Cholula,85407,MX,
61782,Whitefield,85437,UK,
61783,Muiderberg,85419,NL,
61784,Vrakún,85450,SK,
61785,"Sequoia,California",11434,US,
61786,San Salvador el Verde,85406,MX,
61787,Le Breuil,85424,FR,
61788,Tavakli,85454,TR,
61789,Francheville,85422,FR,
61790,Viré,85425,FR,
61791,Lapseki,85448,TR,
61792,Ezine,85455,TR,
61793,Tevfikiye,85464,TR,
61794,La Pommeraye,85428,FR,
61795,Arques (Aveyron),85418,FR,
61796,Koyunevi,85453,TR,
61797,Hardanges,85476,FR,
61798,Anthien,48409,FR,
61799,Ruffey-lès-Beaune,85477,FR,
61800,Fresnes-au-Mont,85478,FR,
61801,Plouyé,85479,FR,
61802,Lacrost,85480,FR,
61803,Sainte-Solange,85481,FR,
61804,Cheille,29113,FR,
61805,Saint-Georges-sur-Moulon,85482,FR,
61806,Soucieu-en-Jarrest,85483,FR,
61807,Bourg-des-Comptes,48481,FR,
61808,Guécélard,85484,FR,
61809,Bainville-aux-Miroirs,85485,FR,
61810,Sainte-Gemmes-sur-Loire,50870,FR,
61811,Les Landes Génusson,85486,FR,
61812,Angerville,85444,FR,
61813,Coux-et-Bigaroque,47914,FR,
61814,mechelen,992299,BE,
61815,Ternand,85487,FR,
61816,Arenas del Rey,46597,ES,
61817,Montlouis,85488,FR,
61818,Santa Ana (Colonia),85559,UY,
61819,"West Sacramento,California",85540,US,
61820,Corcelles-Cormondrèche,85522,CH,
61821,Fontaines,85524,CH,
61822,Thorigne d'Anjou,19624,FR,
61823,Dombresson,85525,CH,
61824,Savagnier,85518,CH,
61825,Chaumont,85527,CH,
61826,Langrickenbach,85569,CH,
61827,Scherzingen,85575,CH,
61828,Bottighofen,85570,CH,
61829,Genolier,85591,CH,
61830,Courcelon,85608,CH,
61831,Glovelier,85606,CH,
61832,Cherrueix,5017,FR,
61833,Saint-Lubin-en-Vergonnois,85502,FR,
61834,Avrainville,85504,FR,
61835,Plouarzel,5795,FR,
61836,Moiré (Rhône),85505,FR,
61837,Graja de Iniesta,85506,ES,
61838,Seine-Port,85507,FR,
61839,Divajeu,85508,FR,
61840,"West Jordan,Utah",85489,US,
61841,Soudan (Loire-Atlantique),80839,FR,
61842,"Colleyville,Texas",85509,US,
61843,Echarri,85511,ES,
61844,Saint-Branchs,85513,FR,
61845,Pannece,85514,FR,
61846,San Quintin,85495,MX,
61847,Aumenancourt,85516,FR,
61848,La Chapelle-sur-Oudon,85517,FR,
61849,Rochefort-en-Yvelines,85519,FR,
61850,La Fouillouse,85523,FR,
61851,Le Bignon-Mirabeau,85526,FR,
61852,Bréal-sous-Montfort,85528,FR,
61853,Sari,85530,IR,
61854,Denicé,85531,FR,
61855,Villarejo de Salvanés,85533,ES,
61856,Rouvignies,85622,FR,
61857,Carregal do Sal,85534,PT,
61858,Villers-sur-Authie,51855,FR,
61859,"Hudson,Colorado",85541,US,
61860,"Eaton Rapids,Michigan",85543,US,
61861,Pledeliac,26688,FR,
61862,Saint-Judoce,85544,FR,
61863,Sarzay,49490,FR,
61864,"Leetonia,Ohio",85548,US,
61865,Bourgaltroff,35225,FR,
61866,Simard,85549,FR,
61867,"Peninsula,Ohio",85550,US,
61868,Mittainville,85551,FR,
61869,Giv'ot Bar,85554,IL,
61870,Saint-Léger-sur-Dheune,85553,FR,
61871,Bruyères-le-Châtel,85555,FR,
61872,Le Verger,85556,FR,
61873,"Analomink,Pennsylvania",85557,US,
61874,Colden Common,85614,UK,
61875,Junhac,85558,FR,
61876,Torce en Charnie,85560,FR,
61877,Glux-en-Glenne,26441,FR,
61878,Crisolles,85561,FR,
61879,Crouzilles,85562,FR,
61880,"North Highlands,California",85552,US,
61881,Staffelfelden,85564,FR,
61882,Olias del Rey,85566,ES,
61883,Saint-Léon (Gironde),85568,FR,
61884,La Chaize-le-Vicomte,85571,FR,
61885,Mareil-sur-Loir,85574,FR,
61886,Apremont (Oise),85576,FR,
61887,Marzy,85577,FR,
61888,Candín,85578,ES,
61889,Grandrupt,85579,FR,
61890,Vieille-Toulouse,50432,FR,
61891,Tillières,85580,FR,
61892,Créchets,85582,FR,
61893,Beynes,51112,FR,
61894,Irgoli,85583,IT,
61895,Couffy,85584,FR,
61896,Laguindingan,85616,PH,
61897,Isnäs,85586,FI,
61898,Villanueva de Campeán,85588,ES,
61899,Brinay (Nièvre),85592,FR,
61900,Beaulieu (Côte-d'Or),85594,FR,
61901,Loisy (Saône-et-Loire),85595,FR,
61902,Plaimpied-Givaudins,85599,FR,
61903,Vernantes,85602,FR,
61904,Kerlouan,7598,FR,
61905,Moidrey,41250,FR,
61906,Binangonan,85615,PH,
61907,Saint-Blimont,51840,FR,
61908,Andrijevica,85539,ME,
61909,Saint-Ay,49288,FR,
61910,Saint-Nizier-sur-Arroux,48387,FR,
61911,Mers-sur-Indre,85610,FR,
61912,Aigrefeuille-sur-Maine,85611,FR,
61913,Dunkeld,85612,ZA,
61914,Lassy (Ille-et-Vilaine),85617,FR,
61915,Bissey-sous-Cruchaud,85619,FR,
61916,Vich,85597,CH,
61917,Lanvallay,85620,FR,
61918,Pancé,85621,FR,
61919,"Scaly Mountain,North Carolina",85567,US,
61920,Perreux,51168,FR,
61921,Melay (Haute-Marne),85623,FR,
61922,Isla de la Juventud,36666,CU,
61923,Münchenstein,85535,CH,
61924,Oliva de Plasencia,85624,ES,
61925,Saint Suliac,5815,FR,
61926,La Aldea,85625,ES,
61927,Monthelie,85626,FR,
61928,Ramales de la Victoria,46771,ES,
61929,Montmollin,85520,CH,
61930,Triboltingen,85573,CH,
61931,Burtigny,85593,CH,
61932,Founex,85600,CH,
61933,Santa Engracia de Jaca,85627,ES,
61934,Ambillou-Château,85628,FR,
61935,Menetou-sur-Nahon,85630,FR,
61936,Pomeys,85631,FR,
61938,Bonstetten,85536,CH,
61939,Ilyichevo,85500,RU,
61941,Gilly,85596,CH,
61942,"Koroit,Victoria",85499,AU,
61944,"Dartmouth,Victoria",85521,AU,
61945,"Arakoon,New South Wales",85542,AU,
61946,"Cavan,South Australia",85546,AU,
61947,"Arthur River,Tasmania",85572,AU,
61948,Opol,85613,PH,
61949,Pravisdomini,85618,IT,
61950,Vazec,15639,SK,
61951,"Winchester,Indiana",85538,US,
61952,"Rosemary Beach,Florida",85581,US,
61953,"Taylorsville,Utah",85490,US,
61954,Caleta de Campos,85498,MX,
61955,Kozhikode,85532,IN,
61956,Saint-Julien (Jura),49019,FR,
61957,Valmont (Seine-Maritime),85510,FR,
61958,Aigneville,85501,FR,
61959,"Belle Isle,Florida",85632,US,
61960,Haruru Falls,85633,NZ,
61961,Gourin,48551,FR,
61962,Saigneville,85634,FR,
61963,Playa Brítopolis,85565,UY,
61964,Capian,80692,FR,
61965,La Chapelle-la-Reine,85635,FR,
61966,Jallais,85636,FR,
61967,Domrémy-la-Pucelle,85637,FR,
61968,Castel del Giudice,80377,IT,
61969,Hellert-Dabo,58231,FR,
61970,Potamos,85589,GR,
61971,Minge,80500,LT,
61972,Breteuil,85492,FR,
61973,Ménil,50937,FR,
61974,Dangedara,85639,LK,
61975,Cerdon,30548,FR,
61976,Beauvoir,85494,FR,
61977,Landivy,85642,FR,
61978,Claudon,85643,FR,
61979,Pentati,85585,GR,
61980,Viscarret-Guerendiain,85644,ES,
61981,Lucelle,85604,CH,
61982,Vermes,85605,CH,
61983,Heroica Cárdenas,85496,MX,
61984,Bassecourt,85607,CH,
61985,La Puebla de la Sierra,85645,ES,
61986,Fresnoy-le-Luat,85646,FR,
61987,Brienz,85512,CH,
61988,Baia,85537,RO,
61989,Pleigne,85603,CH,
61990,Vaucresson,85647,FR,
61991,Ville-sur-Jarnioux,85648,FR,
61992,Saint-Maugan,85649,FR,
61993,Vama (Satu Mare),85587,RO,
61994,Patokoski,85640,FI,
61995,Carlepont,51776,FR,
61996,Corsept,85650,FR,
61997,Saint-Germain-sur-Moine,85651,FR,
61998,Plogastel St. Germain,13608,FR,
61999,Chaussy,85652,FR,
62000,Les Halles,85653,FR,
62001,Doulevant-le-Château,48741,FR,
62002,Miniac-Morvan,18527,FR,
62003,Cellieu,85654,FR,
62004,Champagne-sur-Vingeanne,85655,FR,
62005,Yzeron,52087,FR,
62006,Isando,85641,ZA,
62007,Alepou,85590,GR,
62009,Bhalil,85670,MA,
62010,"Sewanee,Tennessee",85672,US,
62011,Sangeli Island,85661,MV,
62012,Hirundhoo Island,85662,MV,
62013,Kalahe,85663,LK,
62014,"Diddillibah,Queensland",85665,AU,
62015,Locquénolé,85666,FR,
62016,Villiers-en-Bière,85667,FR,
62017,Les Moutiers-sur-le-Lay,24151,FR,
62018,La Chèze,48495,FR,
62019,Thoury,85671,FR,
62020,Saint Pair sur Mer,5912,FR,
62021,Ankumbura,85675,LK,
62022,Saint-Jean-des-Mauvrets,85676,FR,
62023,Crouy-en-Thelle,85677,FR,
62024,Celon,85678,FR,
62025,Aubigny (Somme),85679,FR,
62026,Réau,85680,FR,
62027,Pulpite,85681,ES,
62028,San Martín del Rey Aurelio,85682,ES,
62029,La Répara-Auriples,51939,FR,
62030,Liré,85683,FR,
62031,Étrembières,85684,FR,
62032,Saint-Agnan,48368,FR,
62033,Daumeray,85685,FR,
62034,"Leichhardt,New South Wales",85686,AU,
62035,Nablus,85664,PS,
62036,La Magdeleine,85673,IT,
62037,Verrayes,85674,IT,
62038,"Lincoln,Vermont",85669,US,
62039,Bisegna,80320,IT,
62040,Challand-Saint-Victor,80395,IT,
62041,Villaviciosa de Córdoba,46679,ES,
62042,Vilvestre,85687,ES,
62043,Ricote,85688,ES,
62044,Iwaizumi,85689,JP,
62045,Otsuchi,85690,JP,
62046,Montejo de la Sierra,85691,ES,
62047,Zafarraya,85692,ES,
62048,Ciruena,85693,ES,
62049,Vera de Moncayo,46735,ES,
62050,Servillas,85694,ES,
62051,Torin,85695,ES,
62052,Traguntia,85696,ES,
62053,Ouarville,85702,FR,
62054,Mulsans,85703,FR,
62055,Villers-Vermont,85704,FR,
62056,Séris,85705,FR,
62057,Dième,85707,FR,
62058,Saint-Gildas-des-Bois,85712,FR,
62059,Saint-Lager,85714,FR,
62060,Sautron,85715,FR,
62061,Saint-Christophe-la-Grotte,85716,FR,
62062,Montejicar,85717,ES,
62063,Caso,85718,ES,
62064,Forest-Montiers,51794,FR,
62065,Bores,85719,ES,
62066,La Celle-les-Bordes,85720,FR,
62067,Pontecorvo,85721,IT,
62068,Saint-Erblon (Ille-et-Vilaine),85723,FR,
62069,Ville-la-Grand,52099,FR,
62070,Boossa,85724,LK,
62071,Guamo,53783,IT,
62072,Selaya,85728,ES,
62073,Triollo,85729,ES,
62074,La Chapelle-aux-Naux,85730,FR,
62075,La Chapelle-d'Angillon,49389,FR,
62076,Watrange,80401,LU,
62077,Forges,85769,FR,
62078,San Chirico Raparo,80270,IT,
62079,"Santa Ysabel,California",85726,US,
62080,Sonsonate,79446,SV,
62081,Chauvé,19432,FR,
62082,Bankuala,76201,IN,
62083,Mehun-sur-Yèvre,85740,FR,
62084,Vieille-Église-en-Yvelines,85741,FR,
62085,Westkap,30869,ZA,
62086,Barbechat,85742,FR,
62087,Maconge,85743,FR,
62088,Ciry-le-Noble,85744,FR,
62089,Rimou,85745,FR,
62090,Plouasne,19526,FR,
62091,Saint-Nicolas-des-Motets,85746,FR,
62092,Brueil-en-Vexin,85747,FR,
62093,Coupar Angus,85748,UK,
62094,Rustiques,26496,FR,
62095,Saint-M’Hervé,85749,FR,
62096,Plourivo,48589,FR,
62097,Dabhoi,76231,IN,
62098,Genoves,85750,ES,
62099,Benamahoma,46600,ES,
62100,Trasvia,85751,ES,
62101,Lorone,85752,ES,
62102,Rangalu,76257,IN,
62103,Häusernmoos,44966,CH,
62104,Glynarthen,85767,UK,
62105,Tisselday,85725,MA,
62106,Tsugaru,85697,JP,
62107,"Federal,New South Wales",85722,AU,
62109,Aluvifushi,85731,MV,
62110,San José Chiapa,85732,MX,
62111,Agia Theodoti (Ios),85733,GR,
62112,Miðvágur,85734,FO,
62113,Boisemont (Val-d'Oise),85735,FR,
62114,Saint Pierre de Plesguen,7589,FR,
62115,La Rochepot,85736,FR,
62116,"Virginia,Northern Territory",85761,AU,
62117,"Bulwer,Queensland",85770,AU,
62118,Ahmamau,76280,IN,
62119,Falna,76317,IN,
62120,Miraj,76344,IN,
62121,Rewalsar,76349,IN,
62122,Runni,85813,FI,
62123,"Windsor,Colorado",56945,US,
62124,Chinley,85759,UK,
62125,Le Poiré-sur-Velluire,85762,FR,
62126,Saint-Omer-de-Blain,85763,FR,
62127,Aymestrey,85764,UK,
62128,Saltford,85765,UK,
62129,Chevannes (Essonne),85766,FR,
62130,Pyecombe,85768,UK,
62131,Pirkkala,85812,FI,
62132,Eliad,85711,SY,
62133,Vered Yeriho,85713,PS,
62134,Flixton,85753,UK,
62135,Bosham,85754,UK,
62136,Ficuzza,53721,IT,
62137,Bennwihr,85708,FR,
62138,Wrington,85756,UK,
62139,Gillamoor,85757,UK,
62140,Bielany Wroclawskie,85786,PL,
62141,Bodenham,85758,UK,
62142,Karczyce,85787,PL,
62143,"Stuart Park,Northern Territory",85760,AU,
62144,Payyanur,75999,IN,
62145,Réalville,85737,FR,
62146,Port-Launay,85738,FR,
62147,Niderviller,31242,FR,
62148,Xertigny,41408,FR,
62149,"Yetholme,New South Wales",85790,AU,
62150,"Quaama,New South Wales",85792,AU,
62151,"Hallidays Point,New South Wales",85800,AU,
62152,"Erina,New South Wales",85802,AU,
62153,"Blacksmiths,New South Wales",85808,AU,
62154,"Martinsville,New South Wales",85810,AU,
62155,"Cardiff,New South Wales",85811,AU,
62156,"Kioloa,New South Wales",85815,AU,
62157,"Conondale,Queensland",85819,AU,
62158,Croftamie,85755,UK,
62159,Chaudenay-le-Château,85739,FR,
62160,Lanildut,5848,FR,
62161,Atitalaquia,85853,MX,
62162,"Helendale,California",85835,US,
62163,Iruz,85771,ES,
62164,Tapis,85772,ES,
62165,Gorges,37654,FR,
62166,Briec,7591,FR,
62167,Heimsbrunn,47698,FR,
62168,Basse-Goulaine,85773,FR,
62169,"Watch Hill,Rhode Island",85846,US,
62170,Saint-Domineuc,48514,FR,
62171,Saint-Genouph,85774,FR,
62172,Yvré-le-Pôlin,85775,FR,
62173,Saint-Nicolas-du-Pélem,85776,FR,
62174,Feings,49735,FR,
62175,Le Landreau,85777,FR,
62176,Savennières,85778,FR,
62177,Chambon-sur-Cisse,85779,FR,
62178,Frazé,85780,FR,
62179,Gesté,50905,FR,
62180,Bennecourt,85781,FR,
62181,Rauhala,85801,FI,
62182,Arosio,85825,CH,
62183,Seengen,85828,CH,
62184,San Miguel Vindho,85852,MX,
62185,Coeuve,85782,CH,
62186,"Westover,West Virginia",85847,US,
62187,El Espinal,85795,MX,
62188,Lambrechtshagen,80441,DE,
62189,Kolenchery,85864,IN,
62190,Amsteg,44667,CH,
62191,Midsomer Norton,52837,UK,
62192,Shitim,85700,IL,
62193,Kuusisto,85814,FI,
62194,Dumka,76271,IN,
